"section","courseID","school","session","course_title","instructor","course_description","section_name","department","origin","total_enrolled","N.Sections","semester","course_desc","year","all_semesters","course_level"
10164,"ALI-274","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Advanced Academic and Professional Spoken English","","Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","","ALI",20251,0,3,"SP25","Advanced Academic and Professional Spoken English -  - Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","AY25","SP25","undergrad lower division"
10169,"ALI-275","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing for Publication and Dissertations","","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","","ALI",20251,0,5,"SP25","Writing for Publication and Dissertations -  - Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishing dissertations. Graded CR/NC.","AY25","SP25","undergrad lower division"
10252,"ACAD-309","Jimmy Iovine and Andre Young Academy",1,"Dreams and Madness: The Art of Japan's Golden Age of Animation","Thomas, Doug","An in-depth look at the art, politics, and cultural impact of several Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","","ACAD",20251,0,1,"SP25","Dreams and Madness: The Art of Japan's Golden Age of Animation -  - An in-depth look at the art, politics, and cultural impact of several Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","AY25","SP25","undergrad upper division"
10303,"AMST-230","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Introduction to African American Studies","","Examines the socio-historical and political imperatives of multi-disciplinary scholarship foundational to the study of African Americans.","","AMST",20251,0,3,"SP25","Introduction to African American Studies -  - Examines the socio-historical and political imperatives of multi-disciplinary scholarship foundational to the study of African Americans.","AY25","SP25","undergrad lower division"
10310,"AMST-101","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Race and Class in Los Angeles","Nieva, Chrisshonna, Grant","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","","AMST",20251,0,7,"SP25","Race and Class in Los Angeles -  - Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.","AY25","SP25","undergrad lower division"
10317,"AMST-348","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Race and the Environment","De Lara, Juan","Relationships between environmentalism, environmental problems and racial-ethnic minorities. Rise of environmental justice movement. Assessment of social science methods used to investigate these relationships. Duplicates credit in the former GEOG-350.","","AMST",20251,0,1,"SP25","Race and the Environment -  - Relationships between environmentalism, environmental problems and racial-ethnic minorities. Rise of environmental justice movement. Assessment of social science methods used to investigate these relationships. Duplicates credit in the former GEOG-350.","AY25","SP25","undergrad upper division"
10320,"AMST-135","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Peoples and Cultures of the Americas","Chavez, Alicia, L.","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","","AMST",20251,0,7,"SP25","Peoples and Cultures of the Americas -  - An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","AY25","SP25","undergrad lower division"
10338,"AMST-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"The American War in Viet Nam","Nguyen, Viet, Thanh","Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","","AMST",20251,0,7,"SP25","The American War in Viet Nam -  - Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","AY25","SP25","undergrad lower division"
10347,"AMST-200","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Introduction to American Studies and Ethnicity","Nieva, Chrisshonna, Grant","Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues.","","AMST",20251,0,3,"SP25","Introduction to American Studies and Ethnicity -  - Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues.","AY25","SP25","undergrad lower division"
10360,"AMST-205","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Introduction to American Popular Culture","Mitchell, Joshua","Examines the relation between U.S. national culture, race, and popular culture.","","AMST",20251,0,3,"SP25","Introduction to American Popular Culture -  - Examines the relation between U.S. national culture, race, and popular culture.","AY25","SP25","undergrad lower division"
10372,"AMST-250","Dana and David Dornsife College of Letters, Arts and Sciences",1,"The African Diaspora","Mitchell, Joshua","History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa.","","AMST",20251,0,7,"SP25","The African Diaspora -  - History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa.","AY25","SP25","undergrad lower division"
10390,"AMST-274","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Exploring Ethnicity through Film","Mitchell, Joshua","Examination of the constructions of American ethnicity/race in film.","","AMST",20251,0,3,"SP25","Exploring Ethnicity through Film -  - Examination of the constructions of American ethnicity/race in film.","AY25","SP25","undergrad lower division"
10408,"AMST-301","Dana and David Dornsife College of Letters, Arts and Sciences",1,"America, the Frontier, and the New West","Nieva, Chrisshonna, Grant","Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263","","AMST",20251,0,7,"SP25","America, the Frontier, and the New West -  - Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263","AY25","SP25","undergrad upper division"
10416,"AMST-330","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Black Music and the Political Imagination","Hill, Edwin, C.","Explores the changing political meanings of black music throughout the 20th century, from freedom to a threat to civil order, from racial integration to Black liberation.","","AMST",20251,0,1,"SP25","Black Music and the Political Imagination -  - Explores the changing political meanings of black music throughout the 20th century, from freedom to a threat to civil order, from racial integration to Black liberation.","AY25","SP25","undergrad upper division"
10417,"AMST-337","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Islam in Black America: From Slavery to Hip Hop","Jackson, Sherman, A","Exploration of the rise of Islam in Black America, and the relationship of Blackamerican Muslims to more recent Muslim immigrants using historical and sociopolitical frameworks.","","AMST",20251,0,1,"SP25","Islam in Black America: From Slavery to Hip Hop -  - Exploration of the rise of Islam in Black America, and the relationship of Blackamerican Muslims to more recent Muslim immigrants using historical and sociopolitical frameworks.","AY25","SP25","undergrad upper division"
