"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"3522","LAW-790","LAW","941","1","1","Legal Externship","C","","Y","","","","6","","Mathai, Suma","OFFICE","6","Designed to support student learning at externship field placements, and support student growth in becoming ethical, professional, confident and successful law students and attorney","LAW","20201"
"35260","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","09:30:00","10:50:00","TH","6","","Griebeler, Andrew, Peter","VKC255","6","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35261","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","11:00:00","12:20:00","TH","12","","Senna, Danzy","VKC255","12","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35262","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","12:30:00","13:50:00","TH","10","","Powell, Amy, Knight","THH308","10","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35263","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","14:00:00","15:20:00","TH","15","","Alexander, John","VKC200","15","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35270","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","N","08:00:00","09:20:00","TH","0","","","OFFICE","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35271","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","N","08:30:00","09:50:00","MW","0","","","OFFICE","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35272","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","09:30:00","10:50:00","TH","13","","Bunn, Michael, Thomson","WPH201","13","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35273","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","11:00:00","12:20:00","TH","8","","Kondo, Dorinne, Kay","GFS210","8","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35274","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","11:00:00","11:50:00","MWF","15","","Mukhopadhyay, Indra, Narayan","GFS223","15","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35275","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","11:00:00","12:20:00","TH","11","","Malone, Carolyn, M","VKC154","11","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35276","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","11:00:00","12:20:00","TH","16","","Bender, Aimee, Margot","WPH201","16","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35277","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","12:00:00","12:50:00","MWF","11","","Marino, Mark, Christopher","LVL3Y","11","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35278","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","12:30:00","13:50:00","TH","16","","Mullins, Brighde","THH106","16","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35279","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","12:30:00","13:50:00","TH","15","","Weisman, Yaffa","WPH101","15","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35280","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","14:00:00","15:20:00","MW","14","","Gambrell, Alice, Kathleen","VKC211","14","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35281","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","14:00:00","15:20:00","TH","12","","Journey, Anna","VKC203","12","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35282","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","Y","15:30:00","16:50:00","MW","15","","Vogel, Marci","VKC200","15","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35283","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","N","15:30:00","16:50:00","TH","0","","Lewis, Robin, Kelly","OFFICE","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35284","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","N","17:00:00","18:20:00","MW","0","","","","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"35285","GESM-110","LAS","1","4","4","Seminar in the Arts","C","","N","17:00:00","18:20:00","TH","0","","","OFFICE","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","GESM","20201"
"353","SPAN-321","LAS","612","4","4","Sounds, Images, Objects","C","","Y","","","","10","","Cody, Jane, Merriam;Gomez, Mar","OFFICE","10","Introduction to the study of Iberian and Latin American cultural forms through readings on the visual arts, cinema, architecture, and music.  Conducted in Spanish.","SPAN","20201"
"35300","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","08:00:00","09:50:00","TH","8","","Dunn-Muzingo, Kathy","MCC111","8","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35301","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","10:00:00","11:50:00","TH","7","","Morrison, Leah, A","KDC241","7","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35302","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","10:00:00","11:50:00","TH","15","","Blair, Brent, Alan","MCC102","15","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35303","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","10:00:00","11:50:00","TH","15","","Haatainen-Jones, Christina","DRC105","15","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35304","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","14:00:00","15:50:00","MW","15","","Mc Curdy, Ron","MUS303","15","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35305","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","14:00:00","15:50:00","MW","8","","Thomas, John","MUS204","8","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35306","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","14:00:00","15:20:00","MW","16","","Anawalt, Sasha","ANN209","16","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35307","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","15:30:00","16:50:00","TH","14","","Regnier, Victor, Albert","VKC206","14","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35308","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","N","16:00:00","17:50:00","MW","0","","","WAH102B","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35309","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","Y","16:00:00","17:40:00","TH","16","","Apostolos, Margo, K.","KDC236","16","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35310","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","N","18:00:00","19:50:00","TH","0","","","","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35311","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","N","12:00:00","13:50:00","TH","0","","","MCC102","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35312","GESM-111","LAS","1","4","4","Seminar in the Arts","C","","N","14:00:00","15:50:00","TH","0","","Yeoman, Lauren, Murphy","","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. Offered by a USC professional school.","GESM","20201"
"35325","GESM-120","LAS","1","4","4","Seminar in Humanistic Inquiry","C","","N","08:00:00","09:20:00","TH","0","","","OFFICE","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open o","GESM","20201"
"35326","GESM-120","LAS","1","4","4","Seminar in Humanistic Inquiry","C","","N","08:00:00","09:20:00","TH","0","","","OFFICE","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open o","GESM","20201"
"35327","GESM-120","LAS","1","4","4","Seminar in Humanistic Inquiry","C","","Y","08:30:00","09:50:00","MW","16","","Stepanyan, Liana","THH217","16","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open o","GESM","20201"
